datetime,portfolio_value,cash,positions,return
2022-12-15 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2022-12-16 09:30:00-05:00,99908.80004882812,96057.00012207031,"[{'asset': USD, 'quantity': 96057.00012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.0009119995117187196
2022-12-17 09:30:00-05:00,99908.80004882812,96057.00012207031,"[{'asset': USD, 'quantity': 96057.00012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0
2022-12-19 09:30:00-05:00,99909.51013427734,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",7.107336379430507e-06
2022-12-20 09:30:00-05:00,99867.11023193359,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.0004243830470869181
2022-12-21 09:30:00-05:00,99907.31012207031,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.00040253382763721923
2022-12-22 09:30:00-05:00,99905.31,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-2.0019777010049644e-05
2022-12-23 09:30:00-05:00,99871.31006103515,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.00034032164020958433
2022-12-24 09:30:00-05:00,99871.31006103515,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0
2022-12-27 09:30:00-05:00,99902.71020751953,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.00031440607382826613
2022-12-28 09:30:00-05:00,99888.10998779297,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.00014614438083049297
2022-12-29 09:30:00-05:00,99871.11017089844,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.00017018859298278954
2022-12-30 09:30:00-05:00,99881.21026855469,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0001011313245538048
2022-12-31 09:30:00-05:00,99881.21026855469,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0
2023-01-03 09:30:00-05:00,99918.51007324219,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0003734416572167554
2023-01-04 09:30:00-05:00,99906.61004882812,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.00011909729644021816
2023-01-05 09:30:00-05:00,99892.01013427734,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.00014613562149334847
2023-01-06 09:30:00-05:00,99900.90997558594,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",8.909462625328324e-05
2023-01-07 09:30:00-05:00,99900.90997558594,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0
2023-01-09 09:30:00-05:00,99978.51007324219,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.000776770678817762
2023-01-10 09:30:00-05:00,99947.31012207031,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.00031206657459703635
2023-01-11 09:30:00-05:00,99997.11023193359,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0004982636331329893
2023-01-12 09:30:00-05:00,100041.51025634765,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0004440130750886784
2023-01-13 09:30:00-05:00,100011.01007324219,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.00030487527654587954
2023-01-14 09:30:00-05:00,100011.01007324219,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0
2023-01-17 09:30:00-05:00,100059.61023193359,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0004859480836740815
2023-01-18 09:30:00-05:00,100064.91021972656,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",5.296830340117964e-05
2023-01-19 09:30:00-05:00,99968.40997558594,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.0009643764625254514
2023-01-20 09:30:00-05:00,99975.81018310547,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",7.402545985613074e-05
2023-01-21 09:30:00-05:00,99975.81018310547,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0
2023-01-23 09:30:00-05:00,100042.01013427734,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0006621596869345048
2023-01-24 09:30:00-05:00,100063.61017089844,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.00021590966227180708
2023-01-25 09:30:00-05:00,100034.31024414062,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",-0.00029281300872285865
2023-01-26 09:30:00-05:00,100106.11017089844,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",0.0007177530047699499
2023-01-27 09:30:00-05:00,100111.4101586914,96074.81012207031,"[{'asset': USD, 'quantity': 96074.81012207031}, {'asset': SPY, 'quantity': 10.0}]",5.294369927999476e-05
