time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-12-15 09:30:00-05:00,MLTrader,81401d57a5d240d9b98e1c5ab773ff30,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2022-12-15 09:30:00-05:00,MLTrader,81401d57a5d240d9b98e1c5ab773ff30,AAPL,buy,market,fill,1,gtc,0.0,1,stock,141.11000061035156,10.0,0.0
